AC->A,C	ACN->A,CN	ACN->C,AN	ACN->N,AC	AE->A,E	AEC->A,EC	AEC->C,AE	AEC->E,AC	AECN->A,ECN	AECN->AE,CN	AECN->AN,EC	AECN->C,AEN	AECN->N,AEC	AEN->A,EN	AEN->E,AN	AEN->N,AE	AEO->A,EO	AEO->E,AO	AEO->O,AE	AEOC->AE,OC	AEOC->C,AEO	AEOC->E,AOC	AEOC->O,AEC	AEOCN->AC,EON	AEOCN->AN,EOC	AEOCN->C,AEON	AEOCN->CN,AEO	AEOCN->E,AOCN	AEOCN->N,AEOC	AEOCN->O,AECN	AEON->A,EON	AEON->AN,EO	AEON->AO,EN	AEON->N,AEO	AEON->O,AEN	AET->A,ET	AET->E,AT	AET->T,AE	AETC->A,ETC	AETC->AE,TC	AETC->C,AET	AETCN->A,ETCN	AETCN->AE,TCN	AETCN->AT,ECN	AETCN->C,AETN	AETCN->CN,AET	AETCN->E,ATCN	AETCN->EC,ATN	AETCN->ET,ACN	AETCN->N,AETC	AETN->A,ETN	AETN->AE,TN	AETN->AT,EN	AETN->E,ATN	AETN->N,AET	AETO->A,ETO	AETO->AE,TO	AETO->AO,ET	AETO->AT,EO	AETO->E,ATO	AETO->O,AET	AETO->T,AEO	AETOC->A,ETOC	AETOC->AC,ETO	AETOC->AT,EOC	AETOC->C,AETO	AETOC->E,ATOC	AETOC->EC,ATO	AETOC->OC,AET	AETOC->TC,AEO	AETOCN->A,ETOCN	AETOCN->ACN,ETO	AETOCN->AE,TOCN	AETOCN->AEO,TCN	AETOCN->AET,OCN	AETOCN->AN,ETOC	AETOCN->AT,EOCN	AETOCN->ATC,EON	AETOCN->ATN,EOC	AETOCN->ATO,ECN	AETOCN->C,AETON	AETOCN->CN,AETO	AETOCN->EO,ATCN	AETOCN->ET,AOCN	AETOCN->N,AETOC	AETOCN->O,AETCN	AETOCN->T,AEOCN	AETOCN->TC,AEON	AETOCN->TN,AEOC	AETON->A,ETON	AETON->AT,EON	AETON->EN,ATO	AETON->N,AETO	AETON->O,AETN	AETON->ON,AET	AETON->TN,AEO	AETON->TO,AEN	AM->A,M	AMC->A,MC	AMC->C,AM	AMC->M,AC	AMCN->A,MCN	AMCN->AC,MN	AMCN->AM,CN	AMCN->AN,MC	AMCN->C,AMN	AMCN->M,ACN	AMCN->N,AMC	AME->A,ME	AME->E,AM	AME->M,AE	AMEC->A,MEC	AMEC->C,AME	AMEC->E,AMC	AMEC->M,AEC	AMECN->A,MECN	AMECN->AC,MEN	AMECN->AE,MCN	AMECN->AM,ECN	AMECN->AN,MEC	AMECN->C,AMEN	AMECN->CN,AME	AMECN->M,AECN	AMECN->N,AMEC	AMEN->A,MEN	AMEN->AE,MN	AMEN->AM,EN	AMEN->AN,ME	AMEN->E,AMN	AMEN->M,AEN	AMEN->N,AME	AMEO->A,MEO	AMEO->AE,MO	AMEO->AM,EO	AMEO->AO,ME	AMEO->E,AMO	AMEO->M,AEO	AMEO->O,AME	AMEOC->AC,MEO	AMEOC->C,AMEO	AMEOC->E,AMOC	AMEOC->M,AEOC	AMEOC->MC,AEO	AMEOCN->A,MEOCN	AMEOCN->AEO,MCN	AMEOCN->AMC,EON	AMEOCN->AN,MEOC	AMEOCN->AO,MECN	AMEOCN->C,AMEON	AMEOCN->CN,AMEO	AMEOCN->EO,AMCN	AMEOCN->M,AEOCN	AMEOCN->MC,AEON	AMEOCN->N,AMEOC	AMEOCN->O,AMECN	AMEON->A,MEON	AMEON->AO,MEN	AMEON->EO,AMN	AMEON->M,AEON	AMEON->MN,AEO	AMEON->N,AMEO	AMEON->O,AMEN	AMEON->ON,AME	AMET->A,MET	AMET->AE,MT	AMET->AM,ET	AMET->AT,ME	AMET->E,AMT	AMET->M,AET	AMET->T,AME	AMETC->A,METC	AMETC->AC,MET	AMETC->AM,ETC	AMETC->AT,MEC	AMETC->C,AMET	AMETC->M,AETC	AMETC->MC,AET	AMETC->TC,AME	AMETCN->AE,MTCN	AMETCN->AEC,MTN	AMETCN->AM,ETCN	AMETCN->AMN,ETC	AMETCN->AMT,ECN	AMETCN->ATC,MEN	AMETCN->C,AMETN	AMETCN->CN,AMET	AMETCN->E,AMTCN	AMETCN->M,AETCN	AMETCN->MC,AETN	AMETCN->ME,ATCN	AMETCN->MN,AETC	AMETCN->N,AMETC	AMETN->A,METN	AMETN->AE,MTN	AMETN->AM,ETN	AMETN->AT,MEN	AMETN->ET,AMN	AMETN->M,AETN	AMETN->MN,AET	AMETN->MT,AEN	AMETN->N,AMET	AMETN->TN,AME	AMETO->A,METO	AMETO->AE,MTO	AMETO->AM,ETO	AMETO->AT,MEO	AMETO->E,AMTO	AMETO->EO,AMT	AMETO->ET,AMO	AMETO->M,AETO	AMETO->ME,ATO	AMETO->MO,AET	AMETO->MT,AEO	AMETO->O,AMET	AMETO->T,AMEO	AMETO->TO,AME	AMETOC->AMC,ETO	AMETOC->AMO,ETC	AMETOC->AMT,EOC	AMETOC->AT,MEOC	AMETOC->ATO,MEC	AMETOC->C,AMETO	AMETOC->E,AMTOC	AMETOC->M,AETOC	AMETOC->MC,AETO	AMETOC->MT,AEOC	AMETOC->O,AMETC	AMETOC->TC,AMEO	AMETOC->TO,AMEC	AMETOCN->A,METOCN	AMETOCN->ACN,METO	AMETOCN->AE,MTOCN	AMETOCN->AEO,MTCN	AMETOCN->AET,MOCN	AMETOCN->AMC,ETON	AMETOCN->AMN,ETOC	AMETOCN->AMT,EOCN	AMETOCN->AN,METOC	AMETOCN->AO,METCN	AMETOCN->AT,MEOCN	AMETOCN->ATC,MEON	AMETOCN->ATN,MEOC	AMETOCN->ATO,MECN	AMETOCN->C,AMETON	AMETOCN->CN,AMETO	AMETOCN->ECN,AMTO	AMETOCN->EO,AMTCN	AMETOCN->EOC,AMTN	AMETOCN->ET,AMOCN	AMETOCN->ETO,AMCN	AMETOCN->M,AETOCN	AMETOCN->MCN,AETO	AMETOCN->MEO,ATCN	AMETOCN->MN,AETOC	AMETOCN->MT,AEOCN	AMETOCN->MTN,AEOC	AMETOCN->MTO,AECN	AMETOCN->N,AMETOC	AMETOCN->O,AMETCN	AMETOCN->T,AMEOCN	AMETOCN->TC,AMEON	AMETOCN->TCN,AMEO	AMETOCN->TN,AMEOC	AMETOCN->TO,AMECN	AMETON->AEN,MTO	AMETON->AEO,MTN	AMETON->AMN,ETO	AMETON->AMO,ETN	AMETON->AT,MEON	AMETON->EO,AMTN	AMETON->M,AETON	AMETON->MN,AETO	AMETON->N,AMETO	AMETON->O,AMETN	AMETON->T,AMEON	AMETON->TO,AMEN	AMN->A,MN	AMN->M,AN	AMN->N,AM	AMO->A,MO	AMO->M,AO	AMO->O,AM	AMOC->A,MOC	AMOC->AM,OC	AMOC->AO,MC	AMOC->C,AMO	AMOC->M,AOC	AMOCN->A,MOCN	AMOCN->AC,MON	AMOCN->C,AMON	AMOCN->CN,AMO	AMOCN->M,AOCN	AMOCN->O,AMCN	AMON->A,MON	AMON->AN,MO	AMON->AO,MN	AMON->M,AON	AMON->N,AMO	AMON->O,AMN	AMT->A,MT	AMT->M,AT	AMT->T,AM	AMTC->A,MTC	AMTC->AM,TC	AMTC->AT,MC	AMTC->C,AMT	AMTC->M,ATC	AMTCN->A,MTCN	AMTCN->AC,MTN	AMTCN->AM,TCN	AMTCN->AT,MCN	AMTCN->C,AMTN	AMTCN->CN,AMT	AMTCN->M,ATCN	AMTCN->MN,ATC	AMTCN->MT,ACN	AMTCN->N,AMTC	AMTCN->T,AMCN	AMTCN->TC,AMN	AMTN->A,MTN	AMTN->AM,TN	AMTN->AN,MT	AMTN->AT,MN	AMTN->M,ATN	AMTN->N,AMT	AMTN->T,AMN	AMTO->A,MTO	AMTO->AM,TO	AMTO->AO,MT	AMTO->AT,MO	AMTO->M,ATO	AMTO->O,AMT	AMTO->T,AMO	AMTOC->A,MTOC	AMTOC->C,AMTO	AMTOC->M,ATOC	AMTOC->MO,ATC	AMTOC->MT,AOC	AMTOCN->A,MTOCN	AMTOCN->ACN,MTO	AMTOCN->AM,TOCN	AMTOCN->AMO,TCN	AMTOCN->AO,MTCN	AMTOCN->AT,MOCN	AMTOCN->ATC,MON	AMTOCN->ATO,MCN	AMTOCN->C,AMTON	AMTOCN->CN,AMTO	AMTOCN->M,ATOCN	AMTOCN->MO,ATCN	AMTOCN->N,AMTOC	AMTOCN->TO,AMCN	AMTON->A,MTON	AMTON->AO,MTN	AMTON->AT,MON	AMTON->M,ATON	AMTON->MO,ATN	AMTON->N,AMTO	AMTON->ON,AMT	AN->A,N	AO->A,O	AOC->A,OC	AOC->C,AO	AOCN->A,OCN	AOCN->AC,ON	AOCN->AN,OC	AOCN->AO,CN	AOCN->C,AON	AOCN->N,AOC	AON->A,ON	AON->N,AO	AON->O,AN	AT->A,T	ATC->A,TC	ATC->C,AT	ATC->T,AC	ATCN->A,TCN	ATCN->AC,TN	ATCN->AN,TC	ATCN->AT,CN	ATCN->C,ATN	ATCN->N,ATC	ATCN->T,ACN	ATN->A,TN	ATN->N,AT	ATN->T,AN	ATO->A,TO	ATO->O,AT	ATO->T,AO	ATOC->AT,OC	ATOC->C,ATO	ATOC->O,ATC	ATOC->T,AOC	ATOCN->A,TOCN	ATOCN->AC,TON	ATOCN->AN,TOC	ATOCN->AO,TCN	ATOCN->AT,OCN	ATOCN->C,ATON	ATOCN->CN,ATO	ATOCN->N,ATOC	ATOCN->OC,ATN	ATOCN->ON,ATC	ATOCN->TC,AON	ATOCN->TO,ACN	ATON->A,TON	ATON->AN,TO	ATON->AO,TN	ATON->N,ATO	ATON->O,ATN	CN->C,N	EC->C,E	ECN->C,EN	ECN->E,CN	ECN->N,EC	EN->E,N	EO->E,O	EOC->C,EO	EOCN->C,EON	EOCN->CN,EO	EOCN->N,EOC	EON->N,EO	ET->E,T	ETC->C,ET	ETC->E,TC	ETCN->C,ETN	ETCN->CN,ET	ETCN->E,TCN	ETN->E,TN	ETN->N,ET	ETN->T,EN	ETO->E,TO	ETO->O,ET	ETO->T,EO	ETOC->C,ETO	ETOCN->C,ETON	ETOCN->CN,ETO	ETOCN->N,ETOC	ETOCN->O,ETCN	ETON->EN,TO	ETON->EO,TN	ETON->ET,ON	ETON->N,ETO	MC->C,M	MCN->C,MN	MCN->M,CN	MCN->N,MC	ME->E,M	MEC->C,ME	MEC->E,MC	MECN->C,MEN	MECN->CN,ME	MECN->M,ECN	MECN->N,MEC	MEN->E,MN	MEN->M,EN	MEN->N,ME	MEO->O,ME	MEOC->C,MEO	MEOC->EC,MO	MEOC->M,EOC	MEOC->O,MEC	MEOCN->C,MEON	MEOCN->CN,MEO	MEOCN->M,EOCN	MEOCN->N,MEOC	MEON->EO,MN	MEON->M,EON	MEON->N,MEO	MEON->O,MEN	MET->E,MT	MET->M,ET	MET->T,ME	METC->C,MET	METC->M,ETC	METCN->C,METN	METCN->CN,MET	METCN->M,ETCN	METCN->MT,ECN	METCN->N,METC	METCN->TC,MEN	METN->E,MTN	METN->ME,TN	METN->N,MET	METO->E,MTO	METO->EO,MT	METO->ET,MO	METO->M,ETO	METO->O,MET	METO->T,MEO	METOC->C,METO	METOC->M,ETOC	METOC->MC,ETO	METOC->TO,MEC	METOCN->C,METON	METOCN->CN,METO	METOCN->ECN,MTO	METOCN->EO,MTCN	METOCN->ETO,MCN	METOCN->M,ETOCN	METOCN->N,METOC	METOCN->O,METCN	METOCN->TO,MECN	METON->EO,MTN	METON->M,ETON	METON->N,METO	METON->TO,MEN	MN->M,N	MO->M,O	MOC->C,MO	MOC->O,MC	MOCN->C,MON	MOCN->CN,MO	MOCN->N,MOC	MON->M,ON	MON->N,MO	MT->M,T	MTC->C,MT	MTC->M,TC	MTC->T,MC	MTCN->C,MTN	MTCN->CN,MT	MTCN->M,TCN	MTCN->MN,TC	MTCN->N,MTC	MTN->M,TN	MTN->N,MT	MTN->T,MN	MTO->M,TO	MTO->O,MT	MTO->T,MO	MTOC->C,MTO	MTOC->M,TOC	MTOCN->C,MTON	MTOCN->CN,MTO	MTOCN->M,TOCN	MTOCN->N,MTOC	MTOCN->O,MTCN	MTOCN->TC,MON	MTON->M,TON	MTON->MN,TO	MTON->N,MTO	MTON->T,MON	OC->C,O	OCN->C,ON	OCN->N,OC	OCN->O,CN	ON->N,O	TC->C,T	TCN->C,TN	TCN->N,TC	TCN->T,CN	TN->N,T	TO->O,T	TOC->C,TO	TOC->O,TC	TOC->T,OC	TOCN->C,TON	TOCN->CN,TO	TOCN->N,TOC	TOCN->O,TCN	TON->N,TO	TON->T,ON
1	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
2	7	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	1	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3	7	2	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	5	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
4	6	1	1	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5	9	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	8	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0
